Country,GoldsteinScale
CT,-0.55575112073893529
RO,0.87282138928178588
FJ,1.47830583868899
EZ,0.98808369641320226
NC,1.326104179045356
NO,1.1487505883901137
GJ,1.354611285694767
MR,1.5150260201352064
NH,1.9701698319941563
AR,1.248931168722051
RE,1.2560834024404697
RM,1.3119353775140123
LU,1.8564826611284668
VI,1.1070063694267509
FI,1.2391681657436131
MI,0.9172088023985967
KZ,1.4841042395735791
NT,1.7371212121212123
FQ,1.3857142857142855
DJ,1.0398185321984907
FR,0.69284280369132856
WS,1.23672278338945
PG,-0.19055555555555562
SP,0.97734770686732719
CI,1.1248458117375462
RN,1.4748128577719071
NI,0.23616897380097066
EK,0.92083406806559687
IR,0.34914019887425007
IO,1.7856643356643354
MX,0.74884309852607944
WE,-1.0169985164931068
CH,1.3370592960028267
IS,-0.46776628250689173
NZ,1.252542930381326
IV,1.3980715803235821
LG,1.1756284006040925
GZ,-1.4999575943525651
CA,1.0570979461488259
BQ,-2.0
PF,-0.63566433566433578
SL,1.1251772259128803
JM,0.91656382588654361
MN,1.5318058192641246
JN,1.790909090909091
CE,0.63881336059457972
MY,0.88629808197859017
SA,0.2035945308106715
CF,0.34650778857675413
IM,0.23794992175273844
AA,1.4616527390900651
ID,1.0274120130837123
EI,0.980122507598045
GY,0.74036499034660286
SZ,1.1052944264962565
RS,0.34275465946103667
GR,1.1301595380494274
CU,1.2260394251372781
MO,1.0800427091422191
NG,0.33377796673221022
VT,1.2215263340263338
AM,0.87376433769408646
CW,2.2613588110403393
JE,0.58407385947792156
SG,1.0406567072299353
MP,1.1956089393110994
TT,1.7989932216905891
LH,1.4081404070203509
SV,0.1946623093681917
CM,0.059484638032949073
AQ,0.79857012473379985
MU,2.03252087151293
PS,1.4908672294704524
CQ,2.2062314540059353
YM,-1.1732826671968508
WI,1.4255755122691629
AE,1.7481783762002885
SU,0.99625268639642361
GT,0.67661928035290508
UY,1.2844386703905497
BH,0.39453533052621886
FP,1.218282093405304
TW,1.1722032384696957
ZI,0.370239342827621
MK,1.4569961117059389
KG,1.3741739045255665
AV,2.0491258741258731
BN,0.89510554704668055
WA,1.0468524556048835
IC,1.1374314308446047
PP,1.5148782354027603
OC,1.2104734576757525
GL,1.2638502673796792
NF,1.2884848484848486
MV,0.72737971463333662
LY,0.32239939853304983
BM,-0.39221133312995743
BT,1.7942271293375398
LI,1.1791418112798264
GM,0.844751588236532
HA,0.84522480982770321
SY,-0.95709250761729137
GV,0.924025667476789
ST,1.6784570240860743
TU,0.23149571952219167
BP,1.7828615604186486
KS,1.4436368145094056
EG,1.064554236689502
BR,0.63433302503651179
CG,0.10078989272544422
WF,2.2461538461538466
RI,1.3328795662578012
GH,1.1318916482989518
NS,1.0188917748917752
FK,0.93930434782608685
BD,1.1681073743212476
MD,1.3157825161507153
SC,1.9950413223140488
RP,0.37887624466571818
SW,0.61842210575078416
MA,1.190683158459064
HK,1.0354498629131255
ER,1.6886929865666989
MT,0.92796619042633222
CV,1.5433482349314012
KU,1.6184238676494282
BX,1.3029699133659938
MH,1.4106770833333335
NE,2.2149809160305343
UZ,1.8349548459175127
SI,1.7088376711612836
MC,1.4472016065659645
DR,1.0321457201389512
ML,0.53390231057863213
TL,1.8500956022944544
IZ,-0.36448995085911534
GB,1.506311825029494
WZ,0.85908130939809924
ZA,1.271497157736885
SH,1.7035890218156229
ET,1.4634805007591725
TV,2.2255799755799757
JQ,-0.846875
DQ,3.7583333333333333
AY,1.3028568584511246
KE,0.52910459947845678
VQ,1.416081694402421
NR,0.8889343897445029
TD,0.52306829231804941
NU,-0.44093443342215383
RQ,1.3211781637301072
VC,1.4051794541156242
TK,0.79822723609991952
TE,7.4
BK,0.50137186498208586
BF,0.83922320583862675
HO,0.44319369376113515
TH,0.79940615246603275
LO,0.22849992623969989
LT,0.84485532632671612
BC,1.2405361599217875
TN,1.9952751604533674
DA,0.66688863673516519
MB,0.55994579307094028
LA,1.892507614213198
LS,2.3294071353620152
OD,0.45855842842698258
JA,1.3745625703329
MF,0.87829865081179981
PU,1.7490703661327229
LQ,1.4157894736842103
TX,2.0308818117480532
,0.19765623307376967
AS,0.8611860292459449
FO,2.0870912220309812
CJ,1.6774325708432911
GI,1.1820970155130321
AF,-1.0523082325879494
AN,1.4268600252206805
EN,1.4695290707810322
PL,0.94150246961174178
BV,2.6114285714285717
SB,0.99113924050632907
MJ,0.91808314695434778
SM,1.829885057471264
LE,0.5860761300344538
IN,0.20456517449079561
PA,1.1264313264217523
JO,1.1798398087450417
CB,0.82777499510006747
QA,1.6357742416959691
ES,0.2123874001794781
UP,0.17403592643014512
OS,0.85152765017495147
GA,1.0331602843550458
AC,1.5358842122774912
FM,2.0947137442649115
KV,0.8612977932368524
RB,0.82864605413834314
BE,1.1105222952860663
BO,1.1763801904883324
KN,1.3815023509807078
NL,0.81144857981779717
DO,1.4643639615470603
PC,-0.7778125
GP,0.59669775409212045
HQ,1.2456310679611646
BY,0.65137061104133687
SE,2.06762187088274
YI,0.48695155765780479
BU,1.3890856956439623
TI,1.2105793450881615
BB,1.27737558030062
PE,1.0591769627340029
AL,1.0476970054656025
US,0.48904370329597935
IT,0.94343807927128776
MZ,1.0212452187755636
SO,-0.35245131340579722
UK,0.77734937072342525
MG,1.7274933939654646
PM,1.0038294745753227
GQ,0.9791549932218705
TO,1.1679015015757273
KT,0.66085578446909676
SF,0.38007543461123544
CY,1.3115489206280855
IP,2.4999999999999996
VE,0.617344142752971
PK,-0.14796575166305775
AO,1.6542427712906007
BA,1.2848710364787082
SN,1.8467733083229132
CO,0.88322610770986809
TP,1.7487564523697794
GK,1.5301526258863114
AJ,1.3112993057903846
EC,0.92757371446325954
VM,1.3703919969839651
CS,1.21392997659246
RW,1.3511890344599795
TS,0.55913358259434609
HR,1.0650265018657765
UG,0.531010035145112
PO,1.2449359863867635
GG,0.76294740310556441
AG,0.88216411357205582
BL,1.08123639176737
NP,1.0774299624461803
CD,0.68990439845012574
AU,1.3328764710291583
HU,1.0457864774797996
KR,0.6959115759448542
WQ,-0.23801652892562
CN,0.63708667152221421
FG,1.4592941176470584
BG,0.19885912511498527
UV,0.835973004199754
TZ,1.0725051000859502
